Row,Col,Average Noise,Maximum Noise,Time
0,0,10.355571504102778,18.39831707041384,541
0,1,10.425073843448457,18.498578381514136,541
0,2,10.494654866078656,18.594919569617446,541
0,3,10.564307132545212,18.687022034022576,541
0,4,10.634023467945875,18.853890157678933,541
0,5,10.70379699107158,19.027426903065702,541
0,6,10.773621139795422,19.200955323331925,541
0,7,10.843489691896433,19.381706927053216,541
0,8,10.913396780520516,19.562448730312553,541
0,9,10.983336903475076,19.75104039892247,541
0,10,11.053304925532357,19.93962045002681,541
0,11,11.12329607294491,20.136762229491424,541
0,12,11.193305919386132,20.33389013318002,541
0,13,11.263330362511452,20.540392964225333,541
0,14,11.333365590360433,20.7468790850036,541
0,15,11.40340803680917,20.963674839158074,541
0,16,11.473454325219759,21.180450286603488,541
0,17,11.543501199419621,21.4086170270527,541
0,18,11.613545440990807,21.636758842933816,541
0,19,11.683583771720693,21.877553031996513,541
0,20,11.753612739832503,22.118316288587394,541
0,21,11.823628588270303,22.373214362725122,541
0,22,11.8936271029096,22.628073572952516,541
0,23,11.963603438014191,22.898826348880505,541
0,24,12.033551915550637,23.169529617614117,541
0,25,12.103465794169495,23.458234581221745,541
0,26,12.173337002711314,23.74687549038333,541
0,27,12.243155832036843,24.056074496243838,541
0,28,12.312910577981205,24.365189146054476,541
0,29,12.382587127396583,24.698003017970336,541
0,30,12.452168478878491,25.030703519269736,541
0,31,12.521634190489975,25.391021572434724,541
0,32,12.590959749239344,25.75118363369232,541
0,33,12.660115862619513,26.14393726401596,541
0,34,12.729067682769507,26.53647025549091,541
0,35,12.797773990943623,26.925039620868247,541
0,36,12.866186396328088,27.30487055781947,541
0,37,12.934248640245892,27.670038896075496,541
0,38,13.00189614317604,28.013429130455556,541
0,39,13.069055980730054,28.326826652516594,541
0,40,13.13564750909471,28.601209135984938,541
0,41,13.201583852953622,28.827287043441594,541
0,42,13.26677438704942,28.996294548822902,541
0,43,13.331128166686913,29.100948885604453,541
0,44,13.394558013052235,29.136401693251514,541
0,45,13.456984713772014,29.136401693251514,541
0,46,13.518340671120258,29.136401693251514,541
0,47,13.578572404515201,29.136401693251514,541
0,48,13.63764158053705,29.136401693251514,541
0,49,13.695524592496433,29.136401693251514,541
0,50,13.752211001277477,29.136401693251514,541
0,51,13.807701290674352,29.136401693251514,541
0,52,13.862004380387573,29.136401693251514,541
0,53,13.915135233752125,29.136401693251514,541
0,54,13.96711276155971,29.136401693251514,541
0,55,14.017958103921229,29.136401693251514,541
0,56,14.067693287717496,29.136401693251514,541
0,57,14.116340207161478,29.136401693251514,541
0,58,14.163919850168496,29.136401693251514,541
0,59,14.210451683308607,29.136401693251514,541
0,60,14.255953105188945,29.136401693251514,541
0,61,14.300438878114965,29.136401693251514,541
0,62,14.343920451158661,29.136401693251514,541
0,63,14.38640509932616,29.136401693251514,541
0,64,14.427894833593811,29.136401693251514,541
0,65,14.468385098071536,29.136401693251514,541
0,66,14.507863371676423,29.318141382540155,541
0,67,14.546307920561237,29.586073148418166,541
0,68,14.583687054309578,29.788107009300248,541
0,69,14.619959236474815,29.913998282381428,541
0,70,14.655074210143342,29.9567862621738,541
0,71,14.688974938302934,29.9567862621738,541
0,72,14.721599787077748,29.9567862621738,541
0,73,14.752884219920627,29.9567862621738,541
0,74,14.782761429226587,29.9567862621738,541
0,75,14.811161703012703,29.9567862621738,541
0,76,14.838010687215895,29.9567862621738,541
0,77,14.86322690061793,29.9567862621738,541
0,78,14.886718876257722,29.9567862621738,541
0,79,14.908382223794863,29.9567862621738,541
0,80,14.928096826464106,29.9567862621738,541
0,81,14.94572436459828,29.9567862621738,541
0,82,14.96110642011622,29.9567862621738,541
0,83,14.97406356559276,29.9567862621738,541
0,84,14.984396061838833,29.9567862621738,541
0,85,14.99188702991777,29.9567862621738,541
0,86,14.996309113719372,29.9567862621738,541
0,87,14.997435507684031,29.9567862621738,541
0,88,14.995055544298385,29.9567862621738,541
0,89,14.988993691003811,29.9567862621738,541
0,90,14.979129063490573,29.9567862621738,541
0,91,14.965411228633542,29.91399828238037,541
0,92,14.947868149382993,29.788107009300248,541
0,93,14.92660399988461,29.586073148418166,541
0,94,14.90178746103079,29.318141382536453,541
0,95,14.873633498643608,28.996294548823613,541
0,96,14.84238247575537,28.632794328436752,541
0,97,14.808279795298763,28.89410289700406,541
0,98,14.771557885293573,29.430951486632537,541
0,99,14.73242100081721,30.04364805401879,541
0,100,14.691032408763842,30.65501548756781,541
0,101,14.647503091765413,31.36677139879565,541
0,102,14.601881113876379,32.07608310501435,541
0,103,14.55414132918347,32.92429823901841,541
0,104,14.504176620505978,33.767507096015194,541
0,105,14.451795222905867,34.55931955649804,541
0,106,14.396734724133944,35.22878745280149,541
0,107,14.338709557720794,35.68636235840776,541
0,108,14.277502328491556,35.85026652029204,541
0,109,14.213071595000098,35.68636235841176,541
0,110,14.145603898203722,35.22878745280871,541
0,111,14.075465671791678,34.55931955649804,541
0,112,14.003099332876438,33.76750709602551,541
0,113,13.928935682644624,32.924298239029035,541
0,114,13.853349880886345,32.07608310501898,541
0,115,13.77665049669373,31.36677139879565,541
0,116,13.699084598612558,30.65501548756781,541
0,117,13.620847990346363,30.04364805401879,541
0,118,13.542095637007177,29.4309514866358,541
0,119,13.46295058390414,28.89410289700406,541
0,120,13.383511073298092,28.35647144215485,541
0,121,13.303856058200225,27.878123955958728,541
0,122,13.224049428685277,27.39928612014512,541
0,123,13.144143247708165,26.96803942579286,541
0,124,13.064180238369314,26.5364702554958,541
0,125,12.984195708450192,26.14393726401596,541
0,126,12.904219051233982,25.751183633690204,541
0,127,12.82427492556111,25.391021572434724,541
0,128,12.744384191232562,25.030703519265245,541
0,129,12.664564656134077,24.698003017966172,541
0,130,12.584831677060711,24.365189146056338,541
0,131,12.505198645735629,24.056074496243838,541
0,132,12.425677383781975,23.74687549038333,541
0,133,12.346278464731869,23.458234581218136,541
0,134,12.267011476986578,23.169529617612326,541
0,135,12.187885238459241,22.898826348883873,541
0,136,12.10890797134391,22.628073572952516,541
0,137,12.030087443662186,22.373214362725122,541
0,138,11.951431082912555,22.11831628858897,541
0,139,11.872946066172542,21.877553031993514,541
0,140,11.794639390215002,21.636758842932252,541
1,0,10.4109962875929,18.604357338240774,541
1,1,10.481317126644104,18.709549401120498,541
1,2,10.551722767533956,18.81074247174182,541
1,3,10.622205687830682,18.907590314117087,541
1,4,10.692758677737059,19.027426903065702,541
1,5,10.763374875747317,19.20095532333295,541
1,6,10.834047800512346,19.38170692705239,541
1,7,10.904771378025435,19.56244873031406,541
1,8,10.975539963251368,19.751040398924815,541
1,9,11.046348355319843,19.93962045002563,541
1,10,11.117191805387412,20.136762229491424,541
1,11,11.18806601631052,20.33389013318002,541
1,12,11.258967133292117,20.54039296422276,541
1,13,11.329891724660342,20.746879085004906,541
