Left Longitude,Right Longitude,Top Latitude,Bottom Latitude,Orders,Drones,Cell Length,Cell Width,Rows,Cols,Prioritization K
-0.51397881541311,0.34041178458689003,51.29663648377018,51.27688391622982,8,4,100,100,1,6,0
