Row,Col,Average Noise,Maximum Noise,Time
0,0,12.874278000930945,20.49445652237153,253
0,1,12.93737072912523,20.630062758692965,253
0,2,13.000305250212781,20.769266053008483,253
0,3,13.063065769990018,20.90998729149183,253
0,4,13.1256373664347,21.0520641360983,253
0,5,13.1880061538769,21.198323858011086,253
0,6,13.250159446990395,21.345928650331132,253
0,7,13.31208592197714,21.495675342483448,253
0,8,13.373775772154099,21.649464638411544,253
0,9,13.435220855006637,21.804609610436344,253
0,10,13.49641482764567,21.963349940984003,253
0,11,13.557353267558113,22.12545422681505,253
0,12,13.61803377550387,22.288881302697156,253
0,13,13.678456057377241,22.45840917083759,253
0,14,13.738621981869029,22.62972942067666,253
0,15,13.798535610753229,22.8048644756459,253
0,16,13.8582031985572,22.98503397138547,253
0,17,13.917633158318726,23.166586665314824,253
0,18,13.976835989911033,23.35672754055122,253
0,19,14.035824167140229,23.548501351381958,253
0,20,14.094611979356806,23.747216764008687,253
0,21,14.15321532264104,23.950686255612652,253
0,22,14.211651434741542,24.159498448428565,253
0,23,14.269938566768403,24.376477373459164,253
0,24,14.328095583144691,24.594933062586463,253
0,25,14.386141479555937,24.823059227547624,253
0,26,14.444094806579468,25.057904312936103,253
0,27,14.501972984425821,25.299141137326462,253
0,28,14.55979149204711,25.553555956370047,253
0,29,14.617562912094582,25.818861805965582,253
0,30,14.675295812503592,26.09625919954443,253
0,31,14.732993447046386,26.389628926009784,253
0,32,14.790652262619616,26.69426197405589,253
0,33,14.848260213070786,27.02085651352811,253
0,34,14.905794901577446,27.35810938604752,253
0,35,14.963221610603819,27.695075233486108,253
0,36,15.02049133524088,28.027465320106554,253
0,37,15.077539015400204,28.34985760683491,253
0,38,15.134282262191832,28.655649447215335,253
0,39,15.190620978679368,28.937143377281128,253
0,40,15.246438349489397,29.18583097678082,253
0,41,15.301603658597982,29.392924849818595,253
0,42,15.355977220428835,29.55014016648985,253
0,43,15.409417334194192,29.65064399324994,253
0,44,15.461788638855865,29.689996272463397,253
0,45,15.512970721844145,29.692415063488586,253
0,46,15.562865561378704,29.6895517278799,253
0,47,15.611402541201898,29.68254028022086,253
0,48,15.658540346414782,29.68289047083216,253
0,49,15.704265794536866,29.681416556778014,253
0,50,15.748590274499117,29.67668568629191,253
0,51,15.79154476765747,29.672894782043322,253
0,52,15.833174401966346,29.670041913225518,253
0,53,15.873533261876924,29.671910780572933,253
0,54,15.912679884564456,29.674553431524394,253
0,55,15.950673616042748,29.677988746398007,253
0,56,15.98757181868358,29.68223958259115,253
0,57,16.02342781345487,29.683564919748303,253
0,58,16.058289386282596,29.697015184945307,253
0,59,16.092197666313393,29.70657440487857,253
0,60,16.125186177684864,29.718820447703198,253
0,61,16.15727986699855,29.726739526187473,253
0,62,16.188493916640045,29.737230716750812,253
0,63,16.218832180233044,29.747192042128887,253
0,64,16.248285142511456,29.759774588156432,253
0,65,16.27682743941797,29.77206648767945,253
0,66,16.304415192865903,29.961648565001965,253
0,67,16.330983692896915,30.20785412589357,253
0,68,16.3564461915344,30.397128056314667,253
0,69,16.38069457133393,30.520017597250714,253
0,70,16.403602250229653,30.57029411145633,253
0,71,16.425028918138896,30.591956645953946,253
0,72,16.44482591247618,30.61521031061031,253
0,73,16.462840704927046,30.637965946759778,253
0,74,16.47891931796908,30.66480315381835,253
0,75,16.492906289807646,30.6915338995986,253
0,76,16.5046425855642,30.72251438298636,253
0,77,16.51396226887236,30.753791801471536,253
0,78,16.52068876745311,30.78949461626642,253
0,79,16.52463135866187,30.825883044370013,253
0,80,16.52558225799637,30.8668418599854,253
0,81,16.523314531565514,30.87709112332458,253
0,82,16.51758101432016,30.990477289685625,253
0,83,16.508114503311422,31.371318141097753,253
0,84,16.494629699183783,31.755647407646496,253
0,85,16.47682765719446,32.111169106955785,253
0,86,16.454403787426205,32.42649342093091,253
0,87,16.427060508869186,32.68941283776545,253
0,88,16.394525205137327,32.88799551654995,253
0,89,16.35657288956462,33.01204412417314,253
0,90,16.3130510734973,33.05464119025393,253
0,91,16.26390249121149,33.01335271305599,253
0,92,16.209180722138615,32.890685016126035,253
0,93,16.14905507623012,32.693627044480465,253
0,94,16.08380388652056,32.43244592593009,253
0,95,16.01379817678112,32.11914081195789,253
0,96,15.939479320600006,31.76598327849037,253
0,97,15.861334511891197,31.38442325341659,253
0,98,15.779873119442298,30.984443911090406,253
0,99,15.695605935632129,30.574307061598635,253
0,100,15.609028353399463,30.16057050693722,253
0,101,15.520607763671476,29.748259531831746,253
0,102,15.43077496776776,29.341103311564854,253
0,103,15.339919107211106,28.941779990838626,253
0,104,15.248385477988952,28.552140646350335,253
0,105,15.156475570947919,28.173399919527846,253
0,106,15.064448724442956,27.806291225441925,253
0,107,14.972524857753566,27.451189460292614,253
0,108,14.880887851437402,27.108206084150854,253
0,109,14.789689238372725,26.77726176873787,253
0,110,14.699051957954671,26.458141345745176,253
0,111,14.609074001345014,26.15053505638509,253
0,112,14.519831836415483,25.854069333850077,253
0,113,14.431383547771729,25.56832965707665,253
0,114,14.343771661657424,25.292877433692603,253
0,115,14.257025649628773,25.027262403956676,253
0,116,14.171164120904125,24.77103169333519,253
0,117,14.086196723192009,24.523736361671133,253
0,118,14.002125777166526,24.284936084276396,253
0,119,13.91894767202559,24.05420244004479,253
0,120,13.836654049780329,23.831121161567467,253
0,121,13.755232804721478,23.615293612157355,253
0,122,13.674668922656124,23.406337687746635,253
0,123,13.59494518217924,23.203888291486283,253
0,124,13.51604273782801,23.00759749161176,253
0,125,13.437941602613778,22.817134445439823,253
0,126,13.360621045154529,22.632185151602545,253
0,127,13.284059914574694,22.452452077212484,253
0,128,13.208236904518584,22.277653695215637,253
0,129,13.13313076596329,22.10752395853838,253
0,130,13.058720477089697,21.941811731218706,253
0,131,12.984985377255233,21.780280191958536,253
0,132,12.911905271019128,21.622706221857328,253
0,133,12.839460507253875,21.468879785360166,253
0,134,12.767632037627159,21.318603311450914,253
0,135,12.696401458020627,21.171691080431305,253
0,136,12.62575103593679,21.02796862051698,253
0,137,12.555663726432023,20.887272117465304,253
0,138,12.486123178708391,20.74944783971096,253
0,139,12.417113735175912,20.61435158094082,253
0,140,12.34862042448146,20.48184812151323,253
1,0,12.947019410528789,20.603139040436357,253
1,1,13.011183123062612,20.74300933973265,253
1,2,13.075189936169135,20.884203243824913,253
1,3,13.139022955971761,21.02782354680326,253
1,4,13.202666215469913,21.174633383276355,253
1,5,13.266104861072012,21.322803230344213,253
1,6,13.329325340098517,21.474354899430686,253
1,7,13.392315586336563,21.628788040263906,253
1,8,13.455065200540727,21.784591423185397,253
1,9,13.517565622615193,21.945390225619896,253
1,10,13.57981029208444,22.108227886260387,253
1,11,13.64179479342246,22.27358988738908,253
1,12,13.703516982797414,22.444213419764907,253
1,13,13.764977092788081,22.616343844964085,253
1,14,13.826177811689918,22.793897794930427,253
1,15,13.887124334068613,22.97492640376108,253
1,16,13.947824379204315,23.158950801557566,253
1,17,14.00828817406522,23.350019272806378,253
1,18,14.06852839726158,23.54267884362386,253
1,19,14.128560080167443,23.743951402015384,253
1,20,14.188400460909097,23.948300251022488,253
1,21,14.248068786152931,24.159628500109555,253
1,22,14.307586054576042,24.377447052980887,253
1,23,14.366974694440934,24.60067828907739,253
1,24,14.426258165747978,24.834169533897594,253
1,25,14.485460475005016,25.069354078321183,253
