Row,Col,Average Noise,Maximum Noise,Time
0,0,16.778238736645804,22.784671820777,3460
0,1,16.86390584436211,22.98958901828469,3460
0,2,16.950205246298527,23.199444811637427,3460
0,3,17.037145500315024,23.42143492694001,3460
0,4,17.12473561298879,23.64669762267059,3460
0,5,17.212985066205476,23.88689714954299,3460
0,6,17.301903844251434,24.131647648694475,3460
0,7,17.3915024618049,24.39035784710136,3460
0,8,17.481791993405757,24.656930006104524,3460
0,9,17.572784105158878,24.936803043992942,3460
0,10,17.66449108959045,25.228500027895397,3460
0,11,17.756925904823433,25.532781015819435,3460
0,12,17.850102219484352,25.853954163563976,3460
0,13,17.944034464996296,26.186664370068527,3460
0,14,18.038737897258443,26.54238858010882,3460
0,15,18.134228670075835,26.908599294201263,3460
0,16,18.230523923083737,27.30540918293269,3460
0,17,18.327641887471476,27.711642705698303,3460
0,18,18.42560201334691,28.15815653521274,3460
0,19,18.524425123341207,28.6129981911752,3460
0,20,18.624133597946187,29.12091550474524,3460
0,21,18.724751599146867,29.63598342424587,3460
0,22,18.826305340336294,30.14260491308963,3460
0,23,18.928823412258442,30.8147601198028,3460
0,24,19.032337176897094,31.505633205330685,3460
0,25,19.136881243917166,32.19686471513785,3460
0,26,19.24249404709088,33.023623999641515,3460
0,27,19.349218539896878,33.85128798714315,3460
0,28,19.457103026322294,34.88063588636709,3460
0,29,19.56620212249683,35.90335062857287,3460
0,30,19.676577769006244,37.25120307335855,3460
0,31,19.788299957547682,38.56796026382083,3460
0,32,19.90144596228412,40.47633514520997,3460
0,33,20.01609350442778,42.23129931753426,3460
0,34,20.132291948298686,45.23517645392722,3460
0,35,20.249920208211208,46.994063046347975,3460
0,36,20.368464915237528,50.00217422931067,3460
0,37,20.487088202456224,50.002203031471176,3460
0,38,20.60562387239965,50.003304572302376,3460
0,39,20.723589234288273,50.003361744027465,3460
0,40,20.840989301436284,50.006375190861625,3460
0,41,20.957433291645728,50.006444250049285,3460
0,42,21.072984313183337,50.008241736023976,3460
0,43,21.187301537070837,50.00967338388463,3460
0,44,21.300526659025827,50.01155192153925,3460
0,45,21.412566040091914,50.01404415751384,3460
0,46,21.524172668182068,50.017358483366515,3460
0,47,21.63601884991768,50.02179041000691,3460
0,48,21.74855681817709,50.0276656161386,3460
0,49,21.86213232849575,50.035127575987005,3460
0,50,21.97698251631254,50.04360594418597,3460
0,51,22.092983142246233,50.05104909921038,3460
0,52,22.209256585296334,50.053652309453504,3460
0,53,22.32455770861727,50.05107057916369,3460
0,54,22.439633688425815,50.04365862536681,3460
0,55,22.554971777630094,50.035209957826694,3460
0,56,22.670589993035627,50.02776901648612,3460
0,57,22.78731350052296,50.021909959536394,3460
0,58,22.90566805150549,50.01749104729549,3460
0,59,23.025706337361395,50.014188192738956,3460
0,60,23.147136777779096,50.012153014280834,3460
0,61,23.269035556267553,50.00983798241775,3460
0,62,23.38920405752915,50.012687477274866,3460
0,63,23.50487854310177,50.012461745982236,3460
0,64,23.617111429000694,50.0121712458042,3460
0,65,23.72635301233325,50.01229956894218,3460
0,66,23.833030492588183,50.01268337099393,3460
0,67,23.938128772905362,50.01305217514456,3460
0,68,24.041899954423272,50.01339873924218,3460
0,69,24.143324282853914,50.01370818345909,3460
0,70,24.24048746111796,50.01395829546412,3460
0,71,24.33321632780997,50.01415571122504,3460
0,72,24.421918919504293,50.01508007081593,3460
0,73,24.505376958706687,50.01611100600198,3460
0,74,24.580410551016616,50.03025154367157,3460
0,75,24.64499863410001,50.028503476033904,3460
0,76,24.700847508453247,50.02599387715711,3460
0,77,24.7492736299197,50.02334946381989,3460
0,78,24.788824209503684,50.0236413421348,3460
0,79,24.815460413181604,50.02585249714869,3460
0,80,24.823802229095698,50.02821927419597,3460
0,81,24.808288732672423,47.050757078604725,3460
0,82,24.779761926754293,45.32442325616594,3460
0,83,24.74634855272749,42.43009208751105,3460
0,84,24.710459353615978,40.78740305790841,3460
0,85,24.67207716994621,39.10820244401087,3460
0,86,24.630867915759218,38.00855082190126,3460
0,87,24.58648572885722,37.25314900969555,3460
0,88,24.53861779472194,38.56988089388978,3460
0,89,24.48701511672025,40.478019280604784,3460
0,90,24.4315259987053,42.23266883388565,3460
0,91,24.37209643845364,45.2360258118393,3460
0,92,24.30862446668025,46.99472596668829,3460
0,93,24.240627152985116,50.002565837787145,3460
0,94,24.167233610804814,50.015205547808364,3460
0,95,24.088572446404843,50.01508167521253,3460
0,96,24.005858334199086,50.01489155298625,3460
0,97,23.9199147176935,50.0146438263866,3460
0,98,23.830656153911317,50.014348329931664,3460
0,99,23.736535271099484,50.01401540033997,3460
0,100,23.63449773445389,50.0367059157137,3460
0,101,23.520301760996976,50.03559737893667,3460
